trade_date,high,low,close,pct_chg
20230105,3974.88,3912.26,3968.58,1.94
20230104,3905.9,3873.65,3892.95,0.13
20230103,3893.99,3831.25,3887.9,0.42
20221230,3887.55,3868.76,3871.63,0.39
20221229,3868.29,3838.48,3856.7,-0.38
20221228,3884.72,3854.94,3871.26,-0.43
20221227,3891.85,3856.58,3887.85,1.15
20221226,3856.81,3827.52,3843.49,0.4
20221223,3848.34,3805.95,3828.22,-0.2
20221222,3882.13,3821.34,3836.03,0.14
20221221,3853.73,3821.4,3830.54,0.04
20221220,3881.27,3811.48,3829.02,-1.65
20221219,3966.57,3878.44,3893.22,-1.54
20221216,3960.47,3929.49,3954.23,0.06
20221215,3963.5,3926.5,3951.99,-0.07
20221214,3972.74,3935.77,3954.89,0.23
20221213,3964.4,3939.98,3945.68,-0.2
20221212,3983.43,3950.32,3953.44,-1.12
20221209,4003.32,3944.44,3998.24,0.99
20221208,3971.49,3941.3,3959.18,0.02
20221207,3999.59,3944.18,3958.44,-0.25
20221206,3988.9,3923,3968.2,0.54
20221205,3947.48,3900.67,3946.88,1.96
20221202,3898.11,3865.88,3870.95,-0.61
20221201,3944.56,3893.87,3894.77,1.08
20221130,3867.66,3833.83,3853.04,0.12
20221129,3854.77,3766.57,3848.42,3.09
20221128,3736.08,3672.13,3733.24,-1.13
20221125,3790.57,3743.41,3775.78,0.5
20221124,3804.9,3751.38,3756.81,-0.44
20221123,3791.18,3753.21,3773.53,0.1
20221122,3809.86,3751.04,3769.57,0.01
20221121,3769.87,3734,3769.13,-0.85
20221118,3840.3,3801.57,3801.57,-0.45
20221117,3821.74,3776.57,3818.66,-0.41
20221116,3877.68,3829.31,3834.39,-0.82
20221115,3871.64,3775.5,3865.97,1.9
20221114,3848.41,3781.78,3794.02,0.15
20221111,3828.9,3747.09,3788.44,2.79
20221110,3701.53,3665.06,3685.69,-0.77
20221109,3760.41,3711.27,3714.27,-0.93
20221108,3779.12,3723.34,3749.33,-0.69
20221107,3792.79,3746.37,3775.3,0.22
20221104,3782.88,3646.77,3767.17,3.27
20221103,3670.16,3628.5,3647.9,-0.81
20221102,3703.47,3610.8,3677.81,1.2
20221101,3634.17,3517.62,3634.17,3.58
20221031,3553.39,3495.95,3508.7,-0.92
20221028,3618.86,3533.5,3541.33,-2.47
20221027,3685.08,3631.06,3631.14,-0.7
20221026,3700.88,3633.31,3656.9,0.81
20221025,3670.73,3594.7,3627.45,-0.16
20221024,3762.16,3619.99,3633.37,-2.93
20221021,3768.69,3724.69,3742.89,-0.32
20221020,3804.25,3726.79,3754.93,-0.57
20221019,3840.49,3776.53,3776.53,-1.61
20221018,3870.22,3831.17,3838.27,-0.21
20221017,3849.62,3809.12,3846.41,0.1
20221014,3863.23,3780.84,3842.47,2.39
20221013,3783.6,3749.64,3752.67,-0.84
20221012,3784.31,3661.53,3784.31,1.52
20221011,3739.81,3706.06,3727.69,0.18
20221010,3807.46,3715.71,3720.94,-2.21
20220930,3848.6,3801.28,3804.89,-0.58
20220929,3873.18,3808.65,3827.14,-0.04
20220928,3879.44,3828.05,3828.71,-1.63
20220927,3893.03,3827.93,3892.3,1.45
20220926,3893.32,3827.95,3836.68,-0.5
20220923,3888.4,3829.69,3856.02,-0.34
20220922,3900.27,3860.23,3869.34,-0.88
20220921,3924.39,3884.23,3903.73,-0.74
20220920,3957.55,3921.69,3932.84,0.12
20220919,3953.65,3910.31,3928,-0.12
20220916,4019.41,3932.68,3932.68,-2.35
20220915,4088.81,3998.86,4027.12,-0.94
20220914,4089.06,4047.92,4065.36,-1.11
20220913,4128.11,4097.14,4111.11,0.42
20220909,4099.01,4042.25,4093.79,1.39
20220908,4067.76,4036.02,4037.68,-0.43
20220907,4067.54,4028.37,4054.98,0.07
20220906,4054,4009.58,4052.28,0.92
20220905,4017,3982.74,4015.43,-0.2
20220902,4056.18,4004.91,4023.61,-0.5
20220901,4090.89,4041.13,4043.74,-0.86
20220831,4112.85,4046.62,4078.84,0.07
20220830,4093.14,4048.52,4075.79,-0.34
20220829,4092.95,4059.6,4089.52,-0.44
20220826,4139.79,4102.68,4107.55,-0.21
20220825,4119.62,4058.75,4116.24,0.83
20220824,4174.16,4079.09,4082.42,-1.89
20220823,4187.39,4147.41,4161.08,-0.49
20220822,4183.65,4134.2,4181.4,0.73
20220819,4185.66,4151.07,4151.07,-0.69
20220818,4211.91,4173.54,4180.1,-0.87
20220817,4222.79,4155.17,4216.96,0.94
20220816,4208.8,4170.52,4177.84,-0.19
20220815,4219.92,4174.3,4185.68,-0.13
20220812,4202.47,4175.05,4191.15,-0.06
20220811,4193.81,4116.06,4193.54,2.04
20220810,4160.79,4092.55,4109.74,-1.12
20220809,4161.81,4131.43,4156.29,0.2
20220808,4155.73,4135.08,4148.07,-0.21
20220805,4159.48,4097.86,4156.91,1.35
20220804,4108.16,4064.66,4101.54,0.85
20220803,4150.98,4058.18,4066.98,-0.98
20220802,4144.38,4071.43,4107.02,-1.95
20220801,4196.57,4129.45,4188.68,0.45
20220729,4243.51,4160.87,4170.1,-1.32
20220728,4267.92,4223.03,4225.67,0.02
20220727,4242.1,4217.28,4225.04,-0.49
20220726,4259.99,4214.53,4245.98,0.79
20220725,4234.84,4201.92,4212.64,-0.6
20220722,4275.47,4207.31,4238.23,0.05
20220721,4283.15,4236.05,4236.06,-1.11
20220720,4303.37,4269.97,4283.8,0.34
20220719,4288.44,4238.82,4269.34,-0.54
20220718,4300.78,4217.51,4292.59,1.04
20220715,4344.86,4248.53,4248.53,-1.7
20220714,4352.1,4292.76,4322.07,0.01
20220713,4341.47,4284.94,4321.46,0.18
20220712,4370.34,4296.62,4313.62,-0.94
20220711,4406.15,4330.58,4354.62,-1.67
20220708,4479.49,4426.89,4428.78,-0.33
20220707,4457.34,4391.19,4443.47,0.44
20220706,4484.36,4393.42,4423.97,-1.46
20220705,4530.32,4439.45,4489.54,-0.14
20220704,4496.03,4427.82,4496.03,0.66
20220701,4500.99,4449.29,4466.72,-0.41
20220630,4515,4418.07,4485.01,1.44
20220629,4503.13,4414,4421.36,-1.54
20220628,4497.89,4407.35,4490.52,1.04
20220627,4472.69,4414.33,4444.26,1.13
20220624,4400.69,4346.12,4394.77,1.17
20220623,4343.88,4260.9,4343.88,1.72
20220622,4333.18,4269.25,4270.62,-1.27
20220621,4357.34,4287.14,4325.57,-0.11
20220620,4368.36,4297.89,4330.43,0.5
20220617,4318.77,4218.68,4309.04,1.39
20220616,4302.92,4241.08,4250.06,-0.66
20220615,4348.42,4228.29,4278.22,1.32
20220614,4224.09,4102.93,4222.31,0.79
20220613,4218.23,4156.71,4189.35,-1.17
20220610,4241.35,4140.22,4238.99,1.52
20220609,4227.45,4160.88,4175.67,-1.05
20220608,4224.81,4158.03,4219.81,0.97
20220607,4198.09,4155.17,4179.13,0.31
20220606,4166.62,4063.91,4166.09,1.87
20220602,4091.15,4057.91,4089.57,0.16
20220601,4094.9,4058.85,4083.18,-0.2
20220531,4096.2,4020.38,4091.52,1.55
20220530,4040.82,4003.38,4029.02,0.69
20220527,4051.14,3983.38,4001.3,0.21
20220526,4015.75,3938.24,3993.04,0.25
20220525,3983.62,3946.81,3983.18,0.61
20220524,4055.78,3959.15,3959.15,-2.34
20220523,4080.97,4029.08,4053.98,-0.58
20220520,4077.6,4020.82,4077.6,1.95
20220519,3999.6,3933.75,3999.6,0.19
20220518,4017.34,3964.75,3991.91,-0.35
20220517,4005.89,3955.1,4005.89,1.25
20220516,4018.03,3947.75,3956.54,-0.8
20220513,4003.85,3957.14,3988.6,0.75
20220512,3985.93,3935.59,3958.74,-0.44
20220511,4033.3,3916.52,3976.42,1.44
20220510,3932.68,3808.57,3919.87,1.09
20220509,3914.11,3854.94,3877.44,-0.8
20220506,3947.24,3902.05,3908.82,-2.53
20220505,4039.7,3988.93,4010.21,-0.15
20220429,4017.43,3898.57,4016.24,2.43
20220428,3943.43,3873.58,3921.11,0.66
20220427,3895.73,3757.09,3895.54,2.94
20220426,3871.85,3773.9,3784.12,-0.81
20220425,3958.21,3814.91,3814.91,-4.94
20220422,4037.08,3953.72,4013.25,0.44
20220421,4086.44,3978.37,3995.83,-1.84
20220420,4136.17,4060.5,4070.79,-1.55
20220419,4186.94,4115.42,4134.9,-0.76
20220418,4171.74,4119.99,4166.38,-0.53
20220415,4211.32,4152.97,4188.75,-0.07
20220414,4217.06,4155.55,4191.57,1.25
20220413,4194.04,4139.74,4139.74,-0.96
20220412,4179.97,4075.8,4179.97,1.95
20220411,4203.79,4089.09,4100.07,-3.09
20220408,4237.81,4175.53,4230.77,0.51
20220407,4278.11,4205.74,4209.1,-1.28
20220406,4277.52,4236.73,4263.84,-0.29
20220401,4290.67,4190.08,4276.16,1.27
20220331,4247.36,4214.54,4222.6,-0.74
20220330,4254.1,4160.74,4254.1,2.9
20220329,4177.21,4124.72,4134.14,-0.35
20220328,4174.12,4091.3,4148.47,-0.63
20220325,4254.84,4173.93,4174.57,-1.8
20220324,4273.96,4216.85,4251.31,-0.59
20220323,4287.58,4241.96,4276.52,0.5
20220322,4283.33,4236.69,4255.3,-0.08
20220321,4287.82,4223.02,4258.75,-0.17
20220318,4283.37,4194.94,4265.9,0.67
20220317,4302.74,4217.8,4237.7,1.96
20220316,4168.59,3942.86,4156.08,4.32
20220315,4163.42,3983.81,3983.81,-4.57
20220314,4280.36,4174.76,4174.76,-3.06
20220311,4316.04,4176.45,4306.52,0.32
20220310,4335.67,4288.51,4292.84,1.57
20220309,4304.48,4068.19,4226.35,-0.92
20220308,4383.65,4252.54,4265.39,-2.01
20220307,4462.52,4338.3,4352.78,-3.19
20220304,4539.39,4481.49,4496.43,-1.21
20220303,4599.4,4544.43,4551.63,-0.59
20220302,4594.02,4558.44,4578.6,-0.89
20220301,4623.43,4583.92,4619.69,0.83
20220228,4581.65,4530.68,4581.65,0.18
20220225,4611.86,4561.9,4573.42,0.97
20220224,4610.88,4488.48,4529.32,-2.03
20220223,4625.3,4579.29,4623.05,1.07
20220222,4602.07,4550.8,4574.15,-1.3
20220221,4646.67,4613.3,4634.31,-0.36
20220218,4651.34,4598.1,4651.24,0.48
20220217,4650.16,4606.95,4629.16,0.24
20220216,4643.1,4607.22,4617.99,0.39
20220215,4601.45,4550.54,4600.1,1.06
20220214,4593.63,4530.06,4551.69,-1.08
20220211,4662.6,4595.88,4601.4,-0.83
20220210,4657.21,4608.09,4639.86,-0.26
20220209,4659.46,4595.28,4652.06,0.94
20220208,4626.44,4522.47,4608.77,-0.55
20220207,4672.65,4615.01,4634.09,1.54
20220128,4660.52,4559.83,4563.77,-1.21
20220127,4708.44,4616.03,4619.88,-1.96
20220126,4718.99,4648.13,4712.31,0.72
20220125,4781.39,4678.25,4678.45,-2.26
20220124,4801.1,4746.45,4786.74,0.16
20220121,4818.31,4762.56,4779.31,-0.92
20220120,4845,4777.57,4823.51,0.9
20220119,4828.75,4755.93,4780.38,-0.68
20220118,4826.3,4747.92,4813.35,0.97
20220117,4775.24,4726.71,4767.28,0.86
20220114,4764.05,4723.94,4726.73,-0.82
20220113,4853.06,4765.24,4765.92,-1.64
20220112,4852.73,4810.92,4845.58,1
20220111,4850.88,4791.89,4797.77,-0.96
20220110,4844.39,4780.82,4844.05,0.45
20220107,4856.65,4818.19,4822.37,0.09
20220106,4857.56,4786.43,4818.23,-1.02
20220105,4916.28,4851.98,4868.12,-1.01
20220104,4961.45,4874.53,4917.77,-0.46
20211231,4950.36,4923.14,4940.37,0.38
20211230,4940.18,4878.65,4921.51,0.78
20211229,4958.65,4883.48,4883.48,-1.46
20211228,4959.14,4913.6,4955.96,0.74
20211227,4939.69,4894.16,4919.32,-0.04
20211224,4964.91,4905.98,4921.34,-0.55
20211223,4948.74,4906.75,4948.74,0.7
20211222,4936.67,4903.17,4914.45,0.02
20211221,4917.8,4872.95,4913.49,0.68
20211220,4971.67,4872.68,4880.42,-1.5
20211217,5022.11,4954.76,4954.76,-1.59
20211216,5034.73,4987.22,5034.73,0.58
20211215,5060.37,5003.78,5005.9,-0.87
20211214,5075.21,5038.86,5049.7,-0.67
20211213,5143.84,5079.73,5083.8,0.57
20211210,5060.06,5035.81,5055.12,-0.46
20211209,5114.5,4999.41,5078.69,1.66
20211208,4995.93,4915.79,4995.93,1.5
20211207,4934.1,4895.22,4922.1,0.6
20211206,4943.9,4888.69,4892.62,-0.17
20211203,4901.02,4853.35,4901.02,0.92
20211202,4866.85,4830.32,4856.16,0.25
20211201,4844.52,4823.93,4843.85,0.24
20211130,4871.25,4810.22,4832.03,-0.4
20211129,4858.53,4818.71,4851.42,-0.18
20211126,4886.95,4850.81,4860.13,-0.74
20211125,4921.33,4891.73,4896.44,-0.41
20211124,4935.49,4899.61,4916.66,0.07
20211123,4927.52,4896.88,4913.35,0.02
20211122,4919,4893.27,4912.4,0.46
20211119,4892.81,4829.57,4890.06,1.08
20211118,4871.42,4830.41,4837.62,-0.99
20211117,4891.52,4864.52,4885.75,0.05
20211116,4915.37,4876.5,4883.32,0.02
20211115,4906.33,4863.4,4882.38,-0.12
20211112,4909.08,4875.35,4888.37,-0.21
20211111,4898.65,4809.11,4898.65,1.61
20211110,4832.8,4754,4821.19,-0.53
20211109,4870.79,4818.54,4846.74,-0.03
20211108,4866.08,4827.69,4848.18,0.12
20211105,4889.68,4841.74,4842.35,-0.54
20211104,4873.94,4834.74,4868.74,0.99
20211103,4858.71,4804.37,4821.11,-0.39
20211102,4911.23,4797.9,4839.85,-1.04
20211101,4908.21,4858.25,4890.69,-0.37
20211029,4908.77,4855.76,4908.77,0.92
20211028,4898.66,4846.28,4864.14,-0.69
20211027,4949.23,4884.94,4898.16,-1.31
20211026,5002.57,4953.48,4963.1,-0.33
20211025,4981.65,4930.11,4979.52,0.4
20211022,4989.89,4934.87,4959.73,0.64
20211021,4946.18,4893.85,4928.02,0.36
20211020,4944.02,4898.37,4910.18,-0.25
20211019,4928.14,4868.81,4922.72,0.98
20211018,4922.51,4844.94,4874.78,-1.16
20211015,4939.82,4881.01,4932.11,0.38
20211014,4953.92,4903.25,4913.61,-0.54
20211013,4953.37,4869.83,4940.11,1.15
20211012,4925.49,4840.77,4883.84,-1.06
20211011,4983.73,4930.71,4936.19,0.13
20211008,4937.09,4891.62,4929.94,1.31
20210930,4876.07,4843.95,4866.38,0.67
20210929,4868.07,4799.88,4833.93,-1.02
20210928,4901.31,4846.63,4883.83,0.13
20210927,4922.56,4852.2,4877.37,0.58
20210924,4897.06,4838.54,4849.43,-0.08
20210923,4877.34,4837.56,4853.2,0.65
20210922,4830.85,4765.23,4821.77,-0.7
20210917,4857.96,4786.09,4855.94,1
20210916,4879.53,4806.14,4807.7,-1.22
20210915,4903.85,4843.12,4867.32,-1.01
20210914,5000.98,4907.32,4917.16,-1.49
20210913,5029.72,4964.96,4991.66,-0.44
20210910,5042.8,4962.37,5013.52,0.88
20210909,4970.15,4929.95,4970.01,-0.04
20210908,5013.98,4955.89,4972.13,-0.41
20210907,5005.96,4915.61,4992.83,1.2
20210906,4944.45,4837.79,4933.73,1.87
20210903,4886.55,4828.7,4843.06,-0.54
20210902,4892.7,4845.62,4869.41,0
20210901,4906.4,4763.3,4869.46,1.33
20210831,4821.76,4740.75,4805.61,-0.16
20210830,4849.16,4787.2,4813.27,-0.29
20210827,4863.47,4793.59,4827.04,0.53
20210826,4892.2,4798.7,4801.61,-1.97
20210825,4899.77,4865.76,4898.16,0.2
20210824,4906.2,4842.75,4888.39,1.09
20210823,4843.82,4764.01,4835.88,1.4
20210820,4835.15,4720.83,4769.27,-1.91
20210819,4893.47,4839.57,4862.14,-0.66
20210818,4909.54,4818.9,4894.24,1.17
20210817,4967.56,4823.39,4837.4,-2.1
20210816,4973.38,4931.37,4941.07,-0.1
20210813,4993.74,4921.28,4945.98,-0.55
20210812,5016.26,4962.98,4973.35,-0.84
20210811,5059.79,5009.98,5015.34,-0.55
20210810,5043.76,4941.24,5043.15,1.16
20210809,5002.89,4884.04,4985.56,1.3
20210806,4944.35,4891.8,4921.56,-0.55
20210805,4997.14,4921.94,4948.67,-0.61
20210804,4979.29,4919.66,4978.85,0.9
20210803,4957.03,4890.85,4934.46,0.01
20210802,4938.82,4761.46,4933.74,2.55
20210730,4825.7,4761.04,4811.17,-0.81
20210729,4857.97,4800.01,4850.27,1.89
20210728,4785.66,4663.9,4760.48,0.19
20210727,4940.86,4749.03,4751.31,-3.53
20210726,5067.31,4859.6,4925.3,-3.22
20210723,5145.43,5080,5089.23,-1.21
20210722,5171.21,5137.88,5151.75,0.15
20210721,5160.54,5122.3,5144.04,0.69
20210720,5114,5067.86,5108.99,-0.09
20210719,5120.82,5047.62,5113.49,0.37
20210716,5140.9,5090.63,5094.77,-1.1
20210715,5153.81,5067.68,5151.46,1.35
20210714,5130.75,5075.13,5083.08,-1.15
20210713,5154.05,5114.94,5142.1,0.18
20210712,5159.41,5070.32,5132.71,1.25
20210709,5081.41,5006.41,5069.44,-0.37
20210708,5151.22,5078.93,5088.26,-1.02
20210707,5152.77,5045.41,5140.49,1.13
20210706,5092.21,5028.51,5083.1,-0.05
20210705,5098.23,5048,5085.79,0.09
20210702,5186.66,5074.36,5081.12,-2.84
20210701,5252.26,5190.88,5229.66,0.11
20210630,5231.43,5186.63,5224.04,0.65
20210629,5248.52,5182.68,5190.54,-1.17
20210628,5260.64,5226.22,5251.76,0.23
20210625,5251.61,5157.48,5239.97,1.63
20210624,5160.43,5120.58,5155.97,0.17
20210623,5171.03,5109.76,5147.39,0.49
20210622,5125.82,5086.28,5122.16,0.62
20210621,5123.78,5058.57,5090.39,-0.24
20210618,5128.03,5064.92,5102.47,0.01
20210617,5123.37,5073.82,5101.89,0.42
20210616,5164.52,5076.02,5080.49,-1.67
20210615,5225.5,5137.41,5166.56,-1.11
20210611,5276.1,5213.6,5224.7,-0.89
20210610,5299.53,5229.52,5271.47,0.67
20210609,5253.36,5215.35,5236.45,0.08
20210608,5319.04,5201.14,5232.12,-0.86
20210607,5286.84,5242.95,5277.63,-0.09
20210604,5334.49,5221.23,5282.28,0.51
20210603,5314.37,5255.07,5255.29,-0.66
20210602,5352.64,5266.79,5289.97,-0.97
20210601,5343.75,5269.26,5341.68,0.19
20210531,5331.63,5281.69,5331.57,0.2
20210528,5360.28,5288.65,5321.09,-0.32
20210527,5378.48,5286.05,5338.23,0.33
20210526,5344.28,5308.74,5320.59,0.04
20210525,5324.36,5161.52,5318.48,3.16
20210524,5155.59,5092.39,5155.59,0.42
20210521,5216.16,5123.12,5134.15,-1.01
20210520,5201.59,5152.04,5186.41,0.27
20210519,5193.56,5151.64,5172.27,-0.3
20210518,5201.67,5156.79,5187.6,0.05
20210517,5206.69,5115.31,5184.99,1.46
20210514,5112.98,4981.29,5110.59,2.36
20210513,5022.08,4975.45,4992.97,-1.02
20210512,5051.17,4995.4,5044.55,0.43
20210511,5033.49,4925.92,5023.06,0.61
20210510,5019.39,4953.7,4992.42,-0.07
20210507,5093.75,4996.04,4996.05,-1.29
20210506,5132.9,5037.41,5061.12,-1.22
20210430,5163.25,5094.93,5123.49,-0.79
20210429,5170.59,5113.65,5164.17,0.88
20210428,5119.45,5059.26,5119.24,0.56
20210427,5095.98,5042.61,5090.52,0.26
20210426,5181.11,5072.96,5077.24,-1.13
20210423,5149.98,5086.49,5135.45,0.91
20210422,5119.22,5067.14,5089.24,-0.19
20210421,5110.56,5047.99,5098.74,0.3
20210420,5119.86,5058.92,5083.37,-0.07
20210419,5088.21,4940.75,5087.02,2.43
20210416,4979.17,4917.96,4966.18,0.35
20210415,4969.91,4900.3,4948.97,-0.64
20210414,4987.12,4940.27,4980.63,0.83
20210413,4994.54,4924.2,4939.64,-0.16
20210412,5045.6,4933.01,4947.75,-1.74
20210409,5100.04,5022.09,5035.34,-1.5
20210408,5129.13,5062.07,5112.21,0.17
20210407,5141.66,5065.19,5103.74,-0.71
20210406,5181.15,5125.33,5140.34,-0.41
20210402,5169.83,5116.35,5161.56,0.99
20210401,5115.43,5056.87,5110.78,1.24
20210331,5085.95,5015.61,5048.36,-0.91
20210330,5106.04,5032.8,5094.73,0.95
20210329,5086.65,5010.39,5046.88,0.18
20210326,5050.83,4953.95,5037.99,2.27
20210325,4950.76,4883.66,4926.35,-0.05
20210324,5024.33,4919.89,4928.69,-1.61
20210323,5064.02,4966.53,5009.25,-0.95
20210322,5071.34,4996.54,5057.15,1
20210319,5089.92,4980.76,5007.09,-2.62
20210318,5160.46,5111.13,5141.77,0.8
20210317,5123.55,5020.13,5100.86,0.42
20210316,5084.31,5009.95,5079.36,0.87
20210315,5120.88,4992.4,5035.54,-2.15
20210312,5153.67,5086.82,5146.38,0.35
20210311,5138.41,5020.58,5128.22,2.49
20210310,5055.28,4981.62,5003.61,0.66
20210309,5094.31,4917.91,4971,-2.15
20210308,5326.26,5079.8,5080.02,-3.47
20210305,5307.82,5174.25,5262.8,-0.34
20210304,5392.37,5254.78,5280.71,-3.15
20210303,5452.4,5316.48,5452.21,1.92
20210302,5454.97,5305.05,5349.63,-1.28
20210301,5421.56,5345.94,5418.78,1.54
20210226,5416.32,5318.86,5336.76,-2.43
20210225,5527.63,5444.16,5469.56,0.59
20210224,5598.83,5379.73,5437.57,-2.55
20210223,5644.76,5541.11,5579.67,-0.32
20210222,5785.51,5597.33,5597.33,-3.14
20210219,5787.89,5667.32,5778.84,0.18
20210218,5930.91,5747.66,5768.38,-0.68
20210210,5823.42,5707.33,5807.72,2.14
20210209,5686.25,5555.05,5686.25,2.19
20210208,5576.49,5479.85,5564.56,1.48
20210205,5550.77,5477.65,5483.41,0.17
20210204,5510.05,5411.57,5473.95,-0.21
20210203,5532.89,5473.12,5485.2,-0.29
20210202,5503.21,5411.52,5501.09,1.54
20210201,5422.3,5342.05,5417.65,1.23
20210129,5430.2,5288.1,5351.96,-0.47
20210128,5462.24,5360.38,5377.14,-2.73
20210127,5534.99,5449.64,5528,0.27
20210126,5600.9,5506,5512.97,-2.01
20210125,5655.48,5543.27,5625.92,1.01
20210122,5573.66,5513.88,5569.78,0.09
20210121,5593.11,5490.56,5564.97,1.62
20210120,5496.05,5426.54,5476.43,0.72
20210119,5532.48,5415.72,5437.52,-1.47
20210118,5541.46,5410.78,5518.52,1.11
20210115,5500.63,5390.27,5458.08,-0.23
20210114,5568.02,5458.68,5470.46,-1.93
20210113,5644.72,5535.14,5577.97,-0.33
20210112,5596.35,5417.63,5596.35,2.85
20210111,5555.69,5412.5,5441.16,-0.99
20210108,5547.47,5442.69,5495.43,-0.33
20210107,5513.66,5413.35,5513.66,1.77
20210106,5433.47,5341.43,5417.67,0.92
20210105,5368.5,5234.38,5368.5,1.91
20210104,5284.43,5190.94,5267.72,1.08
20201231,5215.62,5122.48,5211.29,1.91
20201230,5113.71,5036.63,5113.71,1.4
20201229,5077.42,5034.31,5042.94,-0.42
20201228,5089.34,5037.86,5064.41,0.44
20201225,5042.1,4973.68,5042.01,0.84
20201224,5033.04,4979.24,5000.02,-0.14
20201223,5028.45,4968.15,5007.12,0.85
20201222,5055.13,4960.95,4964.77,-1.63
20201221,5048.51,4970,5046.84,0.94
20201218,5027.44,4979.01,4999.97,-0.35
20201217,5021.62,4950.37,5017.48,1.28
20201216,4968.86,4938.19,4953.87,0.18
20201215,4954.19,4904.79,4945.1,0.21
20201214,4937.26,4887.66,4934.84,0.92
20201211,4957.82,4849.35,4889.63,-1.03
20201210,4962.74,4919.77,4940.52,-0.04
20201209,5033.64,4942.52,4942.7,-1.34
20201208,5043.06,4998.92,5009.88,-0.25
20201207,5067.87,5014.61,5022.24,-0.86
20201204,5072.39,5017.85,5065.92,0.18
20201203,5072.3,5033.79,5057.06,-0.2
20201202,5090.61,5043.31,5067.14,0
20201201,5072.55,4963.13,5067.1,2.15
20201130,5055.19,4960.25,4960.25,-0.41
20201127,4980.77,4917.35,4980.77,1.24
20201126,4925.29,4867.82,4919.59,0.18
20201125,5004.77,4910.7,4910.7,-1.28
20201124,5001.06,4960.98,4974.29,-0.61
20201123,5029.65,4940.45,5005.03,1.25
20201120,4947.43,4922.59,4943.29,0.31
20201119,4939.79,4870.2,4927.99,0.74
20201118,4911.09,4870.72,4891.67,-0.06
20201117,4909.29,4865.39,4894.79,-0.19
20201116,4904.17,4848.62,4904.17,0.97
20201113,4886.98,4825.76,4856.85,-1.05
20201112,4926.34,4891.51,4908.46,0.07
20201111,4957.58,4901.71,4904.9,-0.99
20201110,4995.41,4928.93,4953.88,-0.55
20201109,4997.8,4918.86,4981.35,1.96
20201106,4897.63,4845.43,4885.72,0.01
20201105,4885.11,4838,4885.11,1.48
20201104,4825.46,4770.56,4813.66,0.76
20201103,4793.4,4734.17,4777.56,1.2
20201102,4738.02,4695.44,4720.83,0.54
20201030,4778.51,4683.47,4695.33,-1.63
20201029,4803.03,4679.25,4772.92,0.75
20201028,4753.31,4685.6,4737.27,0.81
20201027,4708.46,4671.85,4699.28,0.17
20201026,4713.39,4639.3,4691.24,-0.58
20201023,4802.46,4717.1,4718.49,-1.25
20201022,4791.81,4725.5,4777.98,-0.31
20201021,4801.63,4758.86,4792.83,-0.01
20201020,4793.47,4739.46,4793.47,0.8
20201019,4849.6,4747.34,4755.49,-0.76
20201016,4825.55,4765.97,4791.68,-0.15
20201015,4833.89,4796.26,4798.74,-0.17
20201014,4830.46,4795.91,4807.1,-0.66
20201013,4845.92,4795.37,4839.2,0.33
20201012,4823.27,4704.16,4823.16,3.03
20201009,4695.4,4655.09,4681.14,2.04
20200930,4634.72,4563.41,4587.4,-0.1
20200929,4616.68,4586.35,4591.8,0.22
20200928,4613.63,4571.15,4581.91,0.26
20200925,4599.54,4554.72,4570.02,0.15
20200924,4631.95,4562.21,4563.07,-1.92
20200923,4665.96,4623.55,4652.33,0.36
20200922,4706.21,4622.11,4635.76,-1.19
20200921,4752.98,4688.72,4691.43,-0.96
20200918,4737.8,4631.7,4737.09,2.25
20200917,4664.95,4601.64,4632.71,-0.53
20200916,4690.68,4638.46,4657.36,-0.66
20200915,4691.5,4630.54,4688.48,0.8
20200914,4666.99,4625.99,4651.05,0.51
20200911,4630.88,4563.11,4627.28,0.99
20200910,4647.75,4572.21,4581.98,-0.06
20200909,4645.2,4558.03,4584.59,-2.34
20200908,4707.9,4639.05,4694.39,0.54
20200907,4789.3,4655.56,4669.37,-2.11
20200904,4778.2,4726.56,4770.22,-0.97
20200903,4877.01,4800.06,4817.1,-0.55
20200902,4863.55,4797.52,4843.89,0.04
20200901,4842.14,4791.78,4842.12,0.54
20200831,4901.21,4816.21,4816.22,-0.58
20200828,4850.49,4719.35,4844.27,2.39
20200827,4731.94,4679.36,4731.35,0.54
20200826,4786.42,4689.88,4706.13,-1.17
20200825,4802.41,4746.31,4761.95,0.13
20200824,4769.47,4716.61,4755.85,0.78
20200821,4739.48,4684.81,4718.84,0.85
20200820,4721.44,4662.8,4679.15,-1.3
20200819,4809.05,4738.01,4740.68,-1.5
20200818,4825.39,4788.83,4812.76,-0.05
20200817,4838.09,4721.36,4815.23,2.35
20200814,4708.07,4617.63,4704.63,1.49
20200813,4671.77,4626.1,4635.71,-0.26
20200812,4681.62,4566.27,4647.64,-0.73
20200811,4791.53,4674.86,4681.78,-0.91
20200810,4757.66,4646.29,4724.87,0.36
20200807,4749.02,4637.84,4707.93,-1.15
20200806,4791.86,4691.16,4762.76,-0.3
20200805,4786.7,4711.27,4777.11,0.03
20200804,4807.08,4747.77,4775.8,0.09
20200803,4771.37,4720.02,4771.31,1.62
20200731,4741.81,4621.96,4695.05,0.84
20200730,4704.63,4649.77,4656.15,-0.49
20200729,4680.56,4548.85,4679.01,2.42
20200728,4590.25,4537.68,4568.26,0.88
20200727,4558.12,4482.44,4528.45,0.51
20200724,4691.7,4479.39,4505.59,-4.39
